Stand when hand is >= 14 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5104,467,4308,0,588,0,0.5104
Stand when hand is >= 14 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5261,513,4159,0,580,0,0.5261
Stand when hand is >= 14 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5405,527,3996,0,599,0,0.5405
Stand when hand is >= 14 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4777,456,4434,0,789,0,0.4777
Stand when hand is >= 14 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4452,451,4781,0,767,0,0.4452
Stand when hand is >= 14 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4036,461,5178,0,786,0,0.4036
Stand when hand is >= 14 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3447,443,5676,693,877,68,0.3447
Stand when hand is >= 14 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2872,297,6295,2859,833,272,0.2872
Stand when hand is >= 15 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4635,482,4649,0,716,0,0.4635
Stand when hand is >= 15 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4851,448,4449,0,700,0,0.4851
Stand when hand is >= 15 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5011,513,4325,0,664,0,0.5011
Stand when hand is >= 15 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5039,422,4297,0,664,0,0.5039
Stand when hand is >= 15 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5173,437,4180,0,647,0,0.5173
Stand when hand is >= 15 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4888,486,4343,0,769,0,0.4888
Stand when hand is >= 15 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4371,460,4774,0,855,0,0.4371
Stand when hand is >= 15 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4068,462,5086,0,846,0,0.4068
Stand when hand is >= 15 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3432,426,5577,736,991,97,0.3432
Stand when hand is >= 15 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2879,298,6122,2688,999,364,0.2879
Stand when hand is >= 16 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4644,493,4589,0,767,0,0.4644
Stand when hand is >= 16 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4744,466,4520,0,736,0,0.4744
Stand when hand is >= 16 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4749,504,4522,0,729,0,0.4749
Stand when hand is >= 16 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4908,463,4361,0,731,0,0.4908
Stand when hand is >= 16 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,5029,477,4307,0,664,0,0.5029
Stand when hand is >= 16 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4882,464,4247,0,871,0,0.4882
Stand when hand is >= 16 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4495,476,4579,0,926,0,0.4495
Stand when hand is >= 16 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3973,492,5110,0,917,0,0.3973
Stand when hand is >= 16 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3453,436,5430,635,1117,94,0.3453
Stand when hand is >= 16 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2926,275,6016,2660,1058,364,0.2926
Stand when hand is >= 17 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4457,459,4726,0,817,0,0.4457
Stand when hand is >= 17 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4503,500,4696,0,801,0,0.4503
Stand when hand is >= 17 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4621,524,4610,0,769,0,0.4621
Stand when hand is >= 17 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4700,504,4520,0,780,0,0.47
Stand when hand is >= 17 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4811,459,4437,0,752,0,0.4811
Stand when hand is >= 17 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4803,481,4174,0,1023,0,0.4803
Stand when hand is >= 17 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4480,465,4501,0,1019,0,0.448
Stand when hand is >= 17 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4047,478,4947,0,1006,0,0.4047
Stand when hand is >= 17 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3402,462,5423,683,1175,94,0.3402
Stand when hand is >= 17 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2876,275,5990,2721,1134,436,0.2876
Stand when hand is >= 18 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4207,496,5105,0,688,0,0.4207
Stand when hand is >= 18 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4360,474,4998,0,642,0,0.436
Stand when hand is >= 18 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4359,495,4974,0,667,0,0.4359
Stand when hand is >= 18 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4405,503,5003,0,592,0,0.4405
Stand when hand is >= 18 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4549,503,4894,0,557,0,0.4549
Stand when hand is >= 18 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4808,467,4690,0,502,0,0.4808
Stand when hand is >= 18 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4442,476,4667,0,891,0,0.4442
Stand when hand is >= 18 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3929,486,5167,0,904,0,0.3929
Stand when hand is >= 18 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3256,403,5681,639,1063,103,0.3256
Stand when hand is >= 18 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2788,295,6144,2612,1068,426,0.2788
Stand when hand is >= 19 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3821,487,5664,0,515,0,0.3821
Stand when hand is >= 19 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3771,505,5656,0,573,0,0.3771
Stand when hand is >= 19 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3891,477,5600,0,509,0,0.3891
Stand when hand is >= 19 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3940,455,5553,0,507,0,0.394
Stand when hand is >= 19 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4001,506,5525,0,474,0,0.4001
Stand when hand is >= 19 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4204,470,5451,0,345,0,0.4204
Stand when hand is >= 19 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,4143,443,5504,0,353,0,0.4143
Stand when hand is >= 19 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3778,478,5427,0,795,0,0.3778
Stand when hand is >= 19 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3109,445,5959,638,932,120,0.3109
Stand when hand is >= 19 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2638,259,6418,2594,944,476,0.2638
Stand when hand is >= 20 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2977,503,6627,0,396,0,0.2977
Stand when hand is >= 20 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3121,449,6492,0,387,0,0.3121
Stand when hand is >= 20 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3144,492,6476,0,380,0,0.3144
Stand when hand is >= 20 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3167,475,6482,0,351,0,0.3167
Stand when hand is >= 20 & dealer face up card is = 6 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3150,440,6535,0,315,0,0.315
Stand when hand is >= 20 & dealer face up card is = 7 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3244,457,6501,0,255,0,0.3244
Stand when hand is >= 20 & dealer face up card is = 8 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3331,467,6460,0,209,0,0.3331
Stand when hand is >= 20 & dealer face up card is = 9 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,3150,441,6564,0,286,0,0.315
Stand when hand is >= 20 & dealer face up card is = 10 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2630,490,6524,655,846,117,0.263
Stand when hand is >= 20 & dealer face up card is = 11 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,2174,309,7026,2502,800,509,0.2174
Stand when hand is >= 21 & dealer face up card is = 2 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,1685,510,8154,0,161,0,0.1685
Stand when hand is >= 21 & dealer face up card is = 3 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,1648,499,8189,0,163,0,0.1648
Stand when hand is >= 21 & dealer face up card is = 4 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,1641,463,8199,0,160,0,0.1641
Stand when hand is >= 21 & dealer face up card is = 5 & Player's hand is hard.,Infinite deck on  every run a card is drawn with equal probability.,10000,1659,439,8198,0,143,0,0.1659
